Model,Accuracy,Accuracy_std,F1_Macro,F1_Macro_std,Train_Time_s,Predict_Time_s,Memory_MB
XGBoost,0.8866402116402116,0.005415208859909705,0.8849555426167985,0.005636312382055435,5.163502740859985,0.03020172119140625,34.02578125
LightGBM,0.8936507936507937,0.004390059993459275,0.8922717079362192,0.004502312858969231,4.980405330657959,0.10547738075256348,-4.83671875
